company,rate,amount,id,year,state
Other,2,216,471809999,2013,Oregon
Other,1.82,216,75-2585326,2013,Washington
Other,1.71,216,656377,2013,Oregon
Wells Fargo,1.7,216,451965,2013,California
Other,1.69,216,33-0419992,2013,California
Other,1.69,216,20-1091645,2013,Wyoming
Other,1.65,216,471809999,2013,Washington
Other,1.61,216,16191,2013,Montana
Other,1.59,216,20-1091645,2013,Wyoming
Other,,216,19681,2013,West Virginia
Other,,216,143662,2013,Oregon
Other,,216,32489,2013,Oregon
Other,,216,7976700006,2013,Nevada
Other,,216,7976700006,2013,Nevada
Other,,216,22-3554558,2013,California
Other,,216,68-0151632,2013,Oregon
Other,,216,504713,2013,Oregon
Other,,216,143662,2013,Oregon
Other,,216,471809999,2013,Wyoming
Other,,216,32489,2013,Oregon
Wells Fargo,,216,451965,2013,California
Wells Fargo,,216,451965,2013,California
Wells Fargo,,216,451965,2013,South Carolina
Wells Fargo,,216,451965,2013,Washington
Other,,216,2149009991,2013,Washington
Other,,216,471809999,2013,California
Wells Fargo,,216,451965,2013,Washington
Other,,216,75-2694910,2013,Texas
Clayton,,215,62-0997810,2013,Arizona
Other,,215,32489,2013,Washington
Other,,215,32489,2013,Washington
Other,,215,22-3554558,2013,Washington
Other,,215,22-3554558,2013,Washington
Other,,215,34-2000096,2013,Washington
Other,,215,143662,2013,California
Other,,215,471809999,2013,California
Wells Fargo,,215,451965,2013,California
Other,,215,22-3554558,2013,South Dakota
Other,,215,143662,2013,Oregon
Wells Fargo,,215,451965,2013,Washington
Other,,215,32158,2013,Washington
Other,2.2,214,471809999,2013,Utah
Other,1.78,214,7976700006,2013,Nevada
Other,1.72,214,32158,2013,Oregon
Other,1.71,214,22-3554558,2013,California
Other,1.61,214,471809999,2013,Utah
Other,,214,256553,2013,North Dakota
Other,,214,32489,2013,Washington
Other,,214,471809999,2013,Washington
Other,,214,700257,2013,North Dakota
Wells Fargo,,214,451965,2013,Oregon
Other,,214,33-0419992,2013,California
Other,,214,471809999,2013,California
Other,,214,20-1091645,2013,South Dakota
Other,,214,504713,2013,South Dakota
Other,,214,32158,2013,Idaho
Other,,214,817824,2013,Florida
Other,2.02,213,15219,2013,North Dakota
Other,1.65,213,471809999,2013,Oregon
Other,,213,84-0849361,2013,Colorado
Other,,213,3027509990,2013,Vermont
Other,,213,22-3554558,2013,Washington
Other,,213,504713,2013,California
Other,,213,22-3554558,2013,North Dakota
Other,,213,715953,2013,California
Other,,213,143662,2013,Oregon
Other,,213,143662,2013,Oregon
Other,,213,471809999,2013,Oregon
Other,,213,20-1091645,2013,Wyoming
Clayton,3.86,212,7162800002,2013,Colorado
Other,2.14,212,86-0953952,2013,Nevada
Other,2.02,212,21699,2013,California
Other,1.58,212,32489,2013,Washington
Other,1.51,212,143662,2013,Oregon
Other,,212,504713,2013,Washington
Wells Fargo,,212,451965,2013,Colorado
Other,,212,52-2321476,2013,Arkansas
Other,,212,91-1374387,2013,Washington
Other,,212,617677,2013,Texas
Other,,212,68061,2013,Washington
Other,,212,504713,2013,California
Other,,212,86-0953952,2013,Nevada
Other,,212,22-3554558,2013,Washington
Other,,212,54-1870627,2013,Virginia
Other,,212,68-0151632,2013,California
Other,,212,497404,2013,Florida
Other,,212,16119,2013,Louisiana
Other,,212,01-0726495,2013,California
Other,,212,2149009991,2013,Washington
Wells Fargo,,212,451965,2013,Washington
Clayton,4.95,211,7162800002,2013,Oklahoma
Other,2.28,211,2149009991,2013,Oregon
Other,1.99,211,471809999,2013,Washington
Other,1.59,211,7516800003,2013,Colorado
Clayton,,211,62-0997810,2013,Kentucky
Wells Fargo,,211,451965,2013,New Hampshire
Other,,211,30788,2013,Montana
Other,,211,471809999,2013,Montana
Other,,211,471809999,2013,Washington
Other,,211,54-1773964,2013,Virginia
Other,,211,12067,2013,California
Other,,211,471809999,2013,California
Other,,211,471809999,2013,Colorado
Wells Fargo,,211,451965,2013,Oregon
Wells Fargo,,211,451965,2013,Utah
Other,,211,22-3554558,2013,Washington
Other,,211,2149009991,2013,Washington
Other,,211,68-0151632,2013,California
Other,3.09,210,12854,2013,North Dakota
Other,2.14,210,24382,2013,Virginia
Other,2.03,210,659855,2013,Montana
Other,1.83,210,15219,2013,North Dakota
Other,,210,15219,2013,Nevada
Other,,210,656377,2013,Washington
Other,,210,75-2694910,2013,Texas
Wells Fargo,,210,451965,2013,Montana
Other,,210,91-1374387,2013,Washington
Other,,210,22-3554558,2013,Washington
Other,,210,7976700006,2013,Nevada
Other,,210,41-1914032,2013,California
Other,,210,339858,2013,Colorado
Other,,210,54-1685390,2013,Virginia
Other,,210,80-0233937,2013,Oregon
Other,,210,580155,2013,Wyoming
Other,,210,01-0726495,2013,California
Other,,210,617677,2013,California
Other,1.95,209,715953,2013,California
Other,1.94,209,32158,2013,Washington
Other,1.84,209,4239,2013,Oklahoma
Other,1.82,209,68-0151632,2013,Nevada
Clayton,,209,62-0997810,2013,Colorado
Other,,209,60042,2013,Washington
Wells Fargo,,209,451965,2013,California
Other,,209,32489,2013,Washington
Other,,209,04-3660901,2013,Alaska
Other,,209,14158,2013,Vermont
Other,,209,22-3554558,2013,Washington
Other,,209,7734800004,2013,Pennsylvania
Other,,209,3238,2013,Arizona
Other,,209,617677,2013,Colorado
Other,,209,471809999,2013,Washington
Other,,209,4009,2013,South Dakota
Other,,209,26-0455770,2013,Idaho
Other,,209,32158,2013,Washington
Other,4.02,208,10248,2013,North Dakota
Other,3.49,208,20-1091645,2013,Texas
Clayton,2.8,208,62-0997810,2013,Washington
Other,1.64,208,22-3554558,2013,Pennsylvania
Other,,208,32489,2013,Washington
Other,,208,32489,2013,Washington
Other,,208,15219,2013,Montana
Other,,208,41-1914032,2013,California
Wells Fargo,,208,451965,2013,Oregon
Other,,208,471809999,2013,Oregon
Other,,208,04-3660901,2013,Washington
Other,,208,32489,2013,Oregon
Wells Fargo,,208,451965,2013,California
Other,,208,11393,2013,Oregon
Other,,208,5073,2013,Pennsylvania
Other,,208,471809999,2013,Oregon
Other,,208,471809999,2013,California
Other,,208,75-2694910,2013,Louisiana
Other,,208,504713,2013,Wyoming
Wells Fargo,,208,451965,2013,Wyoming
Wells Fargo,,208,451965,2013,Washington
Other,,208,143662,2013,Washington
Wells Fargo,,208,451965,2013,Washington
Clayton,3.57,207,7162800002,2013,Texas
Other,1.72,207,471809999,2013,Washington
Other,1.55,207,659855,2013,Wyoming
Other,,207,32158,2013,Washington
Other,,207,471809999,2013,Washington
Other,,207,471809999,2013,Washington
Wells Fargo,,207,451965,2013,Mississippi
Other,,207,471809999,2013,California
Other,,207,471809999,2013,California
Other,,207,143662,2013,Oregon
Wells Fargo,,207,451965,2013,Colorado
Other,,207,143662,2013,California
Wells Fargo,,207,451965,2013,California
Other,,207,471809999,2013,California
Wells Fargo,,207,451965,2013,Oregon
Other,,207,143662,2013,Oregon
Other,,207,8531,2013,New York
Wells Fargo,,207,451965,2013,Idaho
Other,,207,2149009991,2013,Oregon
Other,,207,24692,2013,Utah
Wells Fargo,,207,451965,2013,Washington
Other,2.56,206,68-0151632,2013,California
Other,1.95,206,13198,2013,North Dakota
Other,1.95,206,22-3554558,2013,North Dakota
Other,1.83,206,84-1040263,2013,Colorado
Other,1.73,206,61-1355156,2013,Tennessee
Other,1.73,206,32158,2013,Washington
Other,1.66,206,22-3554558,2013,Pennsylvania
Wells Fargo,1.64,206,451965,2013,California
Other,1.54,206,2149009991,2013,Washington
Other,1.52,206,471809999,2013,Utah
Other,,206,75-2694910,2013,Georgia
Other,,206,504713,2013,Washington
Other,,206,52-2321476,2013,Texas
Other,,206,504713,2013,Washington
Other,,206,471809999,2013,California
Other,,206,471809999,2013,Washington
Other,,206,87-0676486,2013,Washington
Other,,206,471809999,2013,Washington
Other,,206,7976700006,2013,Nevada
Other,,206,2317700005,2013,North Dakota
Other,,206,504713,2013,Colorado
Other,,206,143662,2013,Oregon
Other,,206,32489,2013,Oregon
Wells Fargo,,206,451965,2013,California
Other,,206,143662,2013,California
Other,,206,471809999,2013,Oregon
Other,,206,659855,2013,South Dakota
Other,,206,22-3554558,2013,Oregon
Other,,206,504713,2013,Wisconsin
Other,,206,20-1091645,2013,Wyoming
Other,,206,837260,2013,California
Other,,206,22-3554558,2013,California
Other,,206,20-1091645,2013,Wyoming
Other,,206,471809999,2013,Utah
Other,3.16,205,16191,2013,Montana
Other,1.94,205,21699,2013,California
Other,1.73,205,471809999,2013,Washington
Other,1.57,205,2317700005,2013,Colorado
Other,,205,2149009991,2013,Washington
Other,,205,32489,2013,Washington
Other,,205,704902,2013,Montana
Other,,205,471809999,2013,Washington
Other,,205,68-0151632,2013,Washington
Other,,205,339858,2013,Colorado
Other,,205,933023,2013,Maryland
Wells Fargo,,205,451965,2013,Arizona
Wells Fargo,,205,451965,2013,Colorado
Other,,205,32158,2013,Oregon
Other,,205,143662,2013,Oregon
Other,,205,22-3554558,2013,Oregon
Wells Fargo,,205,451965,2013,Colorado
Other,,205,8531,2013,New York
Other,,205,659855,2013,Wyoming
Other,,205,91-2006136,2013,Oregon
Other,,205,22-3554558,2013,Oregon
Other,,205,16119,2013,Louisiana
Other,,205,2149009991,2013,Oregon
Other,,205,7516800003,2013,Oregon
Other,,205,47-0376012,2013,Nebraska
Clayton,3.94,204,62-0997810,2013,California
Other,2.01,204,32489,2013,Washington
Other,1.65,204,75-2585326,2013,Texas
Other,1.52,204,143662,2013,Oregon
Other,,204,3027509990,2013,Virginia
Wells Fargo,,204,451965,2013,Maryland
Wells Fargo,,204,451965,2013,California
Other,,204,659855,2013,Montana
Other,,204,52-2321476,2013,Maryland
Other,,204,91-2006136,2013,Montana
Other,,204,15219,2013,Montana
Other,,204,54-1773964,2013,Virginia
Other,,204,471809999,2013,Nevada
Other,,204,88-0500878,2013,Nevada
Other,,204,656377,2013,Washington
Other,,204,68-0151632,2013,California
Other,,204,2149009991,2013,Washington
Other,,204,62659,2013,Oregon
Other,,204,8531,2013,New York
Other,,204,143662,2013,California
Other,,204,504713,2013,Colorado
Other,,204,143662,2013,Oregon
Other,,204,8531,2013,New York
Other,,204,659855,2013,Wyoming
Wells Fargo,,204,451965,2013,Wyoming
Other,,204,471809999,2013,California
Other,,204,2149009991,2013,Oregon
Other,,204,6158,2013,Washington
Other,,204,143662,2013,Washington
Other,,204,57056,2013,Utah
Wells Fargo,,204,451965,2013,Washington
Wells Fargo,,204,451965,2013,Washington
Other,2.25,203,75-2585326,2013,Washington
Other,2.09,203,2149009991,2013,Oregon
Other,2.03,203,8136,2013,Kentucky
Other,1.91,203,04-3660901,2013,Washington
Other,1.79,203,22-3554558,2013,Arizona
Wells Fargo,,203,451965,2013,Washington
Other,,203,471809999,2013,Washington
Other,,203,617677,2013,Washington
Other,,203,1780,2013,Colorado
Other,,203,2149009991,2013,Washington
Other,,203,3027509990,2013,California
Other,,203,702190,2013,Pennsylvania
Other,,203,95053,2013,
Other,,203,24692,2013,Utah
Other,,203,93-1190071,2013,California
Other,,203,32158,2013,Washington
Clayton,,202,62-0997810,2013,Colorado
Other,,202,30788,2013,Washington
Other,,202,33-0419992,2013,California
Wells Fargo,,202,451965,2013,California
Other,,202,471809999,2013,Washington
Other,,202,471809999,2013,Colorado
Wells Fargo,,202,451965,2013,Oregon
Other,,202,7976700006,2013,Nevada
Other,,202,6158,2013,Washington
Other,,202,95-3821253,2013,California
Wells Fargo,,202,451965,2013,Colorado
Other,,202,471809999,2013,Colorado
Other,,202,26-0455770,2013,Idaho
Other,,202,22-3554558,2013,California
Other,2.72,201,18514,2013,New Mexico
Other,2.11,201,33845,2013,Idaho
Other,2.04,201,22-3554558,2013,Oregon
Other,1.93,201,32489,2013,Washington
Other,1.82,201,22-3554558,2013,Utah
Other,1.6,201,471809999,2013,Colorado
Other,1.58,201,32489,2013,Washington
Other,1.58,201,84-1040263,2013,Washington
Other,1.5,201,143662,2013,Oregon
Wells Fargo,,201,451965,2013,California
Other,,201,471809999,2013,Washington
Other,,201,2149009991,2013,Washington
Other,,201,280110,2013,Washington
Other,,201,32158,2013,Washington
Other,,201,22-3554558,2013,Washington
Other,,201,11570,2013,Colorado
Other,,201,22-3554558,2013,Washington
Other,,201,280110,2013,Oregon
Other,,201,73-1545233,2013,Colorado
Other,,201,504713,2013,Nevada
Wells Fargo,,201,451965,2013,North Dakota
Other,,201,143662,2013,Oregon
Other,,201,42-1570515,2013,Oregon
Other,,201,75-2694910,2013,Oklahoma
Other,,201,32158,2013,Oregon
Wells Fargo,,201,451965,2013,Wyoming
Other,,201,659855,2013,Wyoming
Other,,201,804963,2013,Wyoming
Wells Fargo,,201,451965,2013,Washington
Other,,201,47-0376012,2013,Nebraska
Other,,201,52-2321476,2013,Washington
Other,3.36,200,21699,2013,California
Other,2.29,200,21699,2013,California
Other,2.14,200,7976700006,2013,Nevada
Other,1.99,200,52-2240353,2013,Maryland
Other,1.58,200,3027,2013,Colorado
Other,1.54,200,18836,2013,West Virginia
Other,,200,47-0376012,2013,
Other,,200,93-1248952,2013,Washington
Other,,200,3027509990,2013,California
Wells Fargo,,200,451965,2013,Washington
Other,,200,471809999,2013,Oregon
Other,,200,504713,2013,Washington
Other,,200,65788,2013,Colorado
Other,,200,22-3554558,2013,California
Wells Fargo,,200,451965,2013,Montana
Other,,200,471809999,2013,Washington
Other,,200,67262,2013,Washington
Other,,200,440110,2013,Pennsylvania
Other,,200,707938,2013,Pennsylvania
Other,,200,817824,2013,Illinois
Wells Fargo,,200,451965,2013,Colorado
Wells Fargo,,200,451965,2013,Colorado
Wells Fargo,,200,451965,2013,Washington
Other,,200,80-0233937,2013,Washington
Wells Fargo,,200,451965,2013,Washington
Other,,200,04-3660901,2013,Washington
Wells Fargo,,200,451965,2013,Colorado
Other,,200,22-3554558,2013,California
Other,,200,12067,2013,California
Other,,200,22-3554558,2013,California
Other,,200,24994,2013,Colorado
Other,,200,936855,2013,Kansas
Other,,200,617677,2013,Washington
Other,,200,8531,2013,New York
Other,,200,12067,2013,California
Other,,200,687951,2013,North Dakota
Other,,200,471809999,2013,California
Other,,200,22407,2013,Oregon
Other,,200,22-3554558,2013,California
Other,,200,32489,2013,Oregon
Other,,200,617677,2013,Oregon
Other,,200,47-0376012,2013,South Dakota
Other,,200,143662,2013,Oregon
Other,,200,143662,2013,Oregon
Other,,200,700057,2013,Louisiana
Other,,200,837260,2013,California
Other,,200,47-0376012,2013,South Dakota
Other,,200,471809999,2013,California
Other,,200,659855,2013,Wyoming
Other,,200,47-0376012,2013,
Other,,200,47-0376012,2013,
Other,,200,47-0376012,2013,Nebraska
Other,,200,15543,2013,Ohio
Other,,200,68-0151632,2013,California
Other,,200,47-0376012,2013,
Other,2.13,199,21699,2013,California
Clayton,,199,62-0997810,2013,Oklahoma
Other,,199,471809999,2013,Washington
Other,,199,24382,2013,Washington
Other,,199,471809999,2013,Montana
Other,,199,7976700006,2013,Nevada
Other,,199,15219,2013,North Dakota
Other,,199,15219,2013,North Dakota
Other,,199,504713,2013,Colorado
Other,,199,471809999,2013,Oregon
Other,,199,471809999,2013,Oregon
Wells Fargo,,199,451965,2013,Oregon
Other,,199,471809999,2013,Colorado
Wells Fargo,,199,451965,2013,Washington
Wells Fargo,,199,451965,2013,California
Other,,199,75-2585326,2013,Washington
Other,,199,91-1374387,2013,Washington
Other,,199,20-1091645,2013,North Dakota
Other,,199,471809999,2013,California
Other,,199,22-3554558,2013,Oregon
Other,,199,143662,2013,California
Other,,199,471809999,2013,Oregon
Clayton,5.52,198,7162800002,2013,Texas
Other,5.16,198,2315,2013,Oklahoma
Other,2.89,198,21699,2013,California
Clayton,2.48,198,62-0997810,2013,Idaho
Other,1.5,198,143662,2013,Washington
Wells Fargo,,198,451965,2013,Iowa
Other,,198,699105,2013,Massachusetts
Other,,198,74140,2013,Michigan
Other,,198,704902,2013,Montana
Other,,198,80-0233937,2013,Washington
Other,,198,471809999,2013,Colorado
Other,,198,68061,2013,Washington
Wells Fargo,,198,451965,2013,California
Other,,198,702610,2013,Oregon
Other,,198,22-3554558,2013,Idaho
Other,,198,837260,2013,California
Other,,198,2149009991,2013,Washington
Other,2.48,197,47-0376012,2013,
Other,2.13,197,22-3554558,2013,North Dakota
Other,1.8,197,7516800003,2013,Washington
Other,,197,471809999,2013,California
Other,,197,22-3554558,2013,Oregon
Wells Fargo,,197,451965,2013,Wyoming
Other,,197,68-0151632,2013,California
Other,,197,471809999,2013,Oregon
Other,,197,87-0676486,2013,Utah
Wells Fargo,,197,451965,2013,Washington
Other,5.02,196,12067,2013,California
Other,2.72,196,54-0756781,2013,West Virginia
Other,2.52,196,7976700006,2013,Nevada
Other,2.3,196,22-3554558,2013,Missouri
Other,2.26,196,87-0676486,2013,Washington
Other,2.16,196,32489,2013,Washington
Other,2.03,196,32158,2013,Washington
Other,2.01,196,24692,2013,Utah
Other,1.94,196,21699,2013,California
Other,1.88,196,32158,2013,Washington
Other,1.83,196,68-0151632,2013,California
Other,1.69,196,20-8745846,2013,Colorado
Other,1.67,196,23041,2013,Washington
Wells Fargo,1.64,196,451965,2013,Oregon
Other,1.63,196,471809999,2013,Colorado
Other,1.59,196,471809999,2013,California
Other,1.52,196,93-1248952,2013,Washington
Other,,196,504713,2013,Washington
Other,,196,15219,2013,North Dakota
Wells Fargo,,196,451965,2013,Washington
Other,,196,47-0933090,2013,Washington
Other,,196,3027509990,2013,California
Other,,196,54-1870627,2013,Maryland
Other,,196,471809999,2013,Washington
Other,,196,22-3554558,2013,Washington
Wells Fargo,,196,451965,2013,Texas
Other,,196,75-2694910,2013,Texas
Other,,196,702190,2013,West Virginia
Other,,196,7976700006,2013,Nevada
Other,,196,680457,2013,Montana
Other,,196,15815,2013,Kentucky
Other,,196,7976700006,2013,Nevada
Other,,196,15219,2013,North Dakota
Other,,196,95-3821253,2013,Oregon
Wells Fargo,,196,451965,2013,Colorado
Other,,196,471809999,2013,Colorado
Wells Fargo,,196,451965,2013,Washington
Other,,196,143662,2013,Oregon
Wells Fargo,,196,451965,2013,California
Wells Fargo,,196,451965,2013,California
Other,,196,471809999,2013,California
Other,,196,68565,2013,Colorado
Other,,196,13198,2013,North Dakota
Other,,196,143662,2013,Oregon
Other,,196,471809999,2013,California
Other,,196,43-0889809,2013,Illinois
Other,,196,659855,2013,Wyoming
Other,,196,6417,2013,
Other,,196,63-1052225,2013,Louisiana
Other,,196,22441,2013,Idaho
Other,,196,143662,2013,Oregon
Wells Fargo,,196,451965,2013,California
Wells Fargo,,196,451965,2013,California
Other,,196,24692,2013,Utah
Wells Fargo,,196,451965,2013,California
Wells Fargo,,196,451965,2013,California
Other,,196,471809999,2013,California
Wells Fargo,,196,451965,2013,Washington
Other,3.77,195,12067,2013,California
