company,rate,amount,id,year,state
Other,,65,852320,2013,North Carolina
Other,,65,852320,2013,North Carolina
Other,,65,3025,2013,New York
Other,,65,15161,2013,Minnesota
Other,,65,852320,2013,Georgia
Other,,65,1189117,2013,North Carolina
Other,,65,3387,2013,Texas
Other,,65,14429,2013,Arkansas
Other,,65,31-1197926,2013,Indiana
Other,,65,504713,2013,Minnesota
Other,,65,7811300008,2013,Georgia
Other,,65,1009420,2013,Virginia
Wells Fargo,,65,451965,2013,Arizona
Other,,65,8531,2013,New York
Other,,65,852320,2013,North Carolina
Other,,65,708186,2013,Virginia
Other,,65,24382,2013,Texas
Other,,65,24382,2013,Arizona
Other,,65,75-2585326,2013,Texas
Other,,65,24849,2013,Michigan
Other,,65,88,2013,Arkansas
Other,,65,20412,2013,Arkansas
Wells Fargo,,65,451965,2013,Arizona
Other,,65,75-2694910,2013,Texas
Other,,65,852320,2013,West Virginia
Other,,65,4857,2013,West Virginia
Other,,65,7976700006,2013,Nevada
Other,,65,88-0500878,2013,Nevada
Other,,65,42-1130287,2013,Iowa
Other,,65,24382,2013,California
Other,,65,9179,2013,Ohio
Other,,65,24382,2013,Florida
Wells Fargo,,65,451965,2013,Washington
Wells Fargo,,65,451965,2013,Virginia
Other,,65,18484,2013,Texas
Wells Fargo,,65,451965,2013,Florida
Wells Fargo,,65,451965,2013,Nevada
Other,,65,504713,2013,Ohio
Other,,65,7976700006,2013,Nevada
Wells Fargo,,65,451965,2013,Arizona
Other,,65,491822,2013,West Virginia
Wells Fargo,,65,451965,2013,Florida
Other,,65,1189117,2013,North Carolina
Other,,65,88-0500878,2013,Nevada
Other,,65,804963,2013,Nebraska
Other,,65,31-1197926,2013,Ohio
Other,,65,31-1690008,2013,Ohio
Wells Fargo,,65,451965,2013,Colorado
Other,,65,8725,2013,Colorado
Other,,65,16980,2013,Colorado
Other,,65,34603,2013,West Virginia
Other,,65,38-3615473,2013,Michigan
Wells Fargo,,65,451965,2013,Texas
Other,,65,2353595,2013,West Virginia
Wells Fargo,,65,451965,2013,Arizona
Other,,65,852320,2013,Kentucky
Other,,65,8531,2013,New York
Other,,65,12311,2013,Ohio
Wells Fargo,,65,451965,2013,California
Other,,65,2759,2013,Kentucky
Other,,65,1726,2013,Louisiana
Other,,65,3027509990,2013,Arizona
Other,,65,917742,2013,Wisconsin
Wells Fargo,,65,451965,2013,Florida
Other,,65,497404,2013,Florida
Other,,65,5612,2013,California
Other,,65,675332,2013,Florida
Other,,65,31-1197926,2013,Ohio
Other,,65,471809999,2013,Arizona
Other,,65,852320,2013,North Carolina
Wells Fargo,,65,451965,2013,Colorado
Other,,65,2540,2013,Delaware
Other,,65,8531,2013,New York
Other,,65,62756,2013,Louisiana
Other,,65,11144,2013,Maine
Other,,65,22-3554558,2013,New York
Wells Fargo,,65,451965,2013,Oregon
Other,,65,504713,2013,Oregon
Other,,65,8531,2013,New York
Other,,65,8531,2013,New York
Other,,65,22-3554558,2013,Oklahoma
Other,,65,22-3554558,2013,Oregon
Other,,65,617677,2013,New York
Other,,65,68095,2013,Tennessee
Other,,65,68-0309242,2013,Wisconsin
Other,,65,27-0730985,2013,Illinois
Other,,65,675332,2013,Florida
Other,,65,11623,2013,Wisconsin
Other,,65,852320,2013,Georgia
Other,,65,56-1690755,2013,North Carolina
Other,,65,706707,2013,Florida
Other,,65,22441,2013,California
Other,,65,710176,2013,Missouri
Other,,65,20698,2013,Louisiana
Other,,65,1189117,2013,North Carolina
Other,,65,804963,2013,Oregon
Other,,65,19976,2013,Idaho
Other,,65,3614,2013,Illinois
Other,,65,5797,2013,Tennessee
Other,,65,2353595,2013,Tennessee
Other,,65,6091,2013,Tennessee
Other,,65,4934,2013,Illinois
Other,,65,7505400005,2013,Oregon
Other,,65,30637,2013,Pennsylvania
Other,,65,3833009998,2013,Indiana
Wells Fargo,,65,451965,2013,Maine
Other,,65,480228,2013,Louisiana
Other,,65,852320,2013,North Carolina
Other,,65,1479,2013,Tennessee
Other,,65,17323,2013,Missouri
Other,,65,16574,2013,
Other,,65,62514,2013,Michigan
Other,,65,1189117,2013,North Carolina
Other,,65,13-4225190,2013,Missouri
Other,,65,2149009991,2013,Idaho
Other,,65,31-1197926,2013,Indiana
Other,,65,32-0016270,2013,Texas
Wells Fargo,,65,451965,2013,Indiana
Wells Fargo,,65,451965,2013,Tennessee
Other,,65,852320,2013,North Carolina
Other,,65,2148900000,2013,Michigan
Wells Fargo,,65,451965,2013,Texas
Wells Fargo,,65,451965,2013,North Carolina
Other,,65,31-1197926,2013,Indiana
Wells Fargo,,65,451965,2013,North Carolina
Other,,65,61-1355156,2013,Tennessee
Other,,65,7929000008,2013,Ohio
Other,,65,1189117,2013,North Carolina
Other,,65,852320,2013,North Carolina
Other,,65,2148900000,2013,Michigan
Other,,65,706707,2013,Florida
Other,,65,22-3554558,2013,Michigan
Other,,65,57633,2013,Washington
Wells Fargo,,65,451965,2013,Georgia
Other,,65,99-0877574,2013,South Carolina
Other,,65,24382,2013,South Carolina
Clayton,10.99,64,7162800002,2013,Texas
Clayton,10.41,64,62-0997810,2013,Virginia
Clayton,10.02,64,62-0997810,2013,Ohio
Clayton,10.02,64,7162800002,2013,Nebraska
Clayton,9.68,64,62-0997810,2013,New Mexico
Clayton,9.66,64,62-0997810,2013,Tennessee
Clayton,9.47,64,7162800002,2013,Texas
Clayton,9.45,64,7162800002,2013,Florida
Clayton,9.23,64,7162800002,2013,New Mexico
Clayton,9.23,64,62-0997810,2013,Tennessee
Clayton,9.23,64,7162800002,2013,Louisiana
Clayton,9.13,64,62-0997810,2013,North Carolina
Clayton,9.13,64,62-0997810,2013,Arkansas
Clayton,8.99,64,7162800002,2013,Virginia
Clayton,8.95,64,62-0997810,2013,Kentucky
Clayton,8.78,64,7162800002,2013,Montana
Clayton,8.72,64,7162800002,2013,Texas
Clayton,8.64,64,62-0997810,2013,Texas
Clayton,8.61,64,62-0997810,2013,Alabama
Clayton,8.58,64,62-0997810,2013,South Carolina
Clayton,8.45,64,62-0997810,2013,Ohio
Clayton,8.36,64,7162800002,2013,Texas
Clayton,8.36,64,62-0997810,2013,North Carolina
Clayton,8.36,64,7162800002,2013,California
Clayton,8.35,64,62-0997810,2013,Missouri
Clayton,8.17,64,62-0997810,2013,Kentucky
Other,8.11,64,6104,2013,Mississippi
Clayton,8.08,64,62-0997810,2013,North Carolina
Other,8,64,6104,2013,Mississippi
Clayton,7.93,64,62-0997810,2013,Arkansas
Clayton,7.75,64,62-0997810,2013,Missouri
Clayton,7.74,64,7162800002,2013,Tennessee
Clayton,7.63,64,62-0997810,2013,South Carolina
Clayton,7.53,64,7162800002,2013,California
Clayton,7.5,64,7162800002,2013,South Carolina
Clayton,7.5,64,7162800002,2013,South Carolina
Clayton,7.49,64,62-0997810,2013,North Carolina
Clayton,7.49,64,7162800002,2013,California
Clayton,7.49,64,62-0997810,2013,South Carolina
Clayton,7.48,64,62-0997810,2013,South Carolina
Clayton,7.48,64,7162800002,2013,South Carolina
Clayton,7.37,64,62-0997810,2013,South Carolina
Clayton,7.37,64,7162800002,2013,South Carolina
Clayton,7.36,64,7162800002,2013,South Carolina
Clayton,7.35,64,62-0997810,2013,Texas
Clayton,7.33,64,62-0997810,2013,Georgia
Clayton,7.31,64,62-0997810,2013,Florida
Clayton,7.31,64,62-0997810,2013,Texas
Clayton,7.23,64,62-0997810,2013,Florida
Other,7.22,64,708386,2013,Maryland
Clayton,7.21,64,7162800002,2013,Mississippi
Clayton,7.2,64,62-0997810,2013,North Carolina
Clayton,7.2,64,62-0997810,2013,New Mexico
Clayton,7.2,64,62-0997810,2013,Louisiana
Clayton,7.2,64,62-0997810,2013,South Carolina
Clayton,7.18,64,7162800002,2013,Mississippi
Clayton,7.18,64,7162800002,2013,Louisiana
Clayton,7.17,64,62-0997810,2013,South Carolina
Clayton,7.17,64,7162800002,2013,Texas
Clayton,7.17,64,7162800002,2013,New Mexico
Clayton,7.16,64,62-0997810,2013,Nevada
Clayton,7.15,64,62-0997810,2013,Mississippi
Clayton,7.14,64,62-0997810,2013,North Carolina
Clayton,7.13,64,62-0997810,2013,South Carolina
Clayton,7.13,64,62-0997810,2013,Kentucky
Clayton,7.13,64,62-0997810,2013,South Carolina
Clayton,7.13,64,7162800002,2013,Texas
Clayton,7.12,64,62-0997810,2013,North Carolina
Clayton,7.11,64,7162800002,2013,Texas
Clayton,7.11,64,7162800002,2013,South Carolina
Clayton,7.1,64,7162800002,2013,Texas
Clayton,7.1,64,62-0997810,2013,Texas
Clayton,7.06,64,7162800002,2013,Texas
Clayton,7.06,64,7162800002,2013,Florida
Clayton,7.06,64,7162800002,2013,Alabama
Clayton,7.06,64,7162800002,2013,Alabama
Clayton,7.05,64,7162800002,2013,Arkansas
Clayton,7.05,64,7162800002,2013,Texas
Clayton,7.05,64,7162800002,2013,Louisiana
Clayton,7.04,64,62-0997810,2013,North Carolina
Clayton,7.04,64,7162800002,2013,Mississippi
Clayton,7.04,64,7162800002,2013,Texas
Other,7.03,64,6104,2013,Mississippi
Clayton,7.02,64,7162800002,2013,Texas
Clayton,7.01,64,7162800002,2013,Texas
Clayton,6.99,64,62-0997810,2013,Texas
Clayton,6.99,64,62-0997810,2013,Kentucky
Clayton,6.99,64,62-0997810,2013,North Carolina
Clayton,6.95,64,62-0997810,2013,Texas
Clayton,6.95,64,62-0997810,2013,South Carolina
Clayton,6.92,64,7162800002,2013,Arkansas
Clayton,6.88,64,62-0997810,2013,South Carolina
Clayton,6.87,64,62-0997810,2013,Texas
Clayton,6.86,64,62-0997810,2013,Alabama
Clayton,6.84,64,7162800002,2013,Mississippi
Clayton,6.82,64,62-0997810,2013,Texas
Clayton,6.81,64,7162800002,2013,Mississippi
Clayton,6.78,64,62-0997810,2013,North Carolina
Clayton,6.78,64,7162800002,2013,Alabama
Clayton,6.75,64,62-0997810,2013,South Carolina
Clayton,6.75,64,62-0997810,2013,South Carolina
Clayton,6.72,64,7162800002,2013,North Carolina
Clayton,6.72,64,7162800002,2013,Alabama
Clayton,6.72,64,7162800002,2013,Alabama
Clayton,6.71,64,62-0997810,2013,South Carolina
Clayton,6.71,64,7162800002,2013,New York
Clayton,6.7,64,62-0997810,2013,Kentucky
Other,6.68,64,504713,2013,Texas
Clayton,6.66,64,62-0997810,2013,Ohio
Clayton,6.65,64,7162800002,2013,Michigan
Clayton,6.65,64,62-0997810,2013,South Carolina
Clayton,6.59,64,62-0997810,2013,Texas
Clayton,6.56,64,62-0997810,2013,South Carolina
Clayton,6.56,64,7162800002,2013,Florida
Clayton,6.56,64,7162800002,2013,Alabama
Clayton,6.54,64,62-0997810,2013,Texas
Clayton,6.54,64,62-0997810,2013,Kentucky
Clayton,6.51,64,62-0997810,2013,Georgia
Clayton,6.51,64,62-0997810,2013,North Carolina
Clayton,6.49,64,62-0997810,2013,Alabama
Clayton,6.46,64,62-0997810,2013,Kentucky
Clayton,6.45,64,7162800002,2013,Texas
Clayton,6.45,64,62-0997810,2013,Virginia
Other,6.45,64,6104,2013,Mississippi
Clayton,6.43,64,7162800002,2013,Texas
Clayton,6.41,64,7162800002,2013,Texas
Clayton,6.41,64,7162800002,2013,Alabama
Clayton,6.39,64,7162800002,2013,Texas
Clayton,6.34,64,62-0997810,2013,Arizona
Other,6.33,64,6104,2013,Mississippi
Clayton,6.3,64,7162800002,2013,Arkansas
Clayton,6.3,64,7162800002,2013,Texas
Other,6.3,64,708386,2013,Maryland
Clayton,6.28,64,7162800002,2013,Oklahoma
Clayton,6.27,64,7162800002,2013,Texas
Clayton,6.26,64,7162800002,2013,Texas
Other,6.25,64,504713,2013,Texas
Clayton,6.24,64,62-0997810,2013,Georgia
Clayton,6.23,64,7162800002,2013,Arkansas
Clayton,6.23,64,62-0997810,2013,North Carolina
Clayton,6.2,64,62-0997810,2013,North Carolina
Clayton,6.16,64,62-0997810,2013,South Carolina
Clayton,6.13,64,7162800002,2013,Texas
Clayton,6.11,64,7162800002,2013,Arizona
Clayton,6.11,64,7162800002,2013,Louisiana
Clayton,6.09,64,62-0997810,2013,South Carolina
Other,6.09,64,13951,2013,Louisiana
Clayton,6.05,64,7162800002,2013,Texas
Clayton,6.03,64,62-0997810,2013,Georgia
Other,5.99,64,67173,2013,
Clayton,5.98,64,62-0997810,2013,Texas
Clayton,5.98,64,62-0997810,2013,Alabama
Other,5.97,64,10886,2013,Pennsylvania
Clayton,5.96,64,62-0997810,2013,Texas
Clayton,5.95,64,7162800002,2013,Georgia
Other,5.95,64,8811,2013,Maryland
Clayton,5.93,64,62-0997810,2013,South Carolina
Clayton,5.81,64,7162800002,2013,Texas
Clayton,5.81,64,62-0997810,2013,Louisiana
Clayton,5.79,64,7162800002,2013,Kentucky
Clayton,5.79,64,62-0997810,2013,Louisiana
Clayton,5.78,64,62-0997810,2013,Texas
Other,5.75,64,4009,2013,North Dakota
Clayton,5.74,64,62-0997810,2013,Mississippi
Clayton,5.71,64,62-0997810,2013,North Carolina
Other,5.69,64,29028,2013,Louisiana
Other,5.67,64,12067,2013,California
Clayton,5.64,64,62-0997810,2013,Kentucky
Clayton,5.61,64,62-0997810,2013,Alabama
Clayton,5.61,64,62-0997810,2013,Alabama
Clayton,5.6,64,7162800002,2013,Texas
Clayton,5.59,64,62-0997810,2013,Texas
Other,5.59,64,517900,2013,New Jersey
Clayton,5.53,64,7162800002,2013,North Carolina
Clayton,5.51,64,7162800002,2013,Florida
Other,5.51,64,26-2984095,2013,Texas
Other,5.51,64,26-2984095,2013,Michigan
Clayton,5.49,64,62-0997810,2013,North Carolina
Clayton,5.46,64,62-0997810,2013,Texas
Other,5.45,64,99-0877574,2013,Alabama
Clayton,5.43,64,7162800002,2013,Colorado
Clayton,5.42,64,7162800002,2013,North Carolina
Other,5.4,64,32532,2013,Georgia
Clayton,5.39,64,7162800002,2013,Texas
Clayton,5.36,64,7162800002,2013,Texas
Clayton,5.35,64,62-0997810,2013,Alabama
Clayton,5.29,64,62-0997810,2013,Arkansas
Other,5.26,64,99-0877574,2013,South Carolina
Other,5.26,64,13425,2013,South Carolina
Clayton,5.25,64,62-0997810,2013,South Carolina
Clayton,5.24,64,7162800002,2013,Texas
Other,5.22,64,67173,2013,
Clayton,5.19,64,62-0997810,2013,Tennessee
Clayton,5.18,64,7162800002,2013,Georgia
Clayton,5.14,64,62-0997810,2013,North Carolina
Other,5.11,64,6104,2013,Mississippi
Other,5.09,64,60884,2013,North Dakota
Other,5.09,64,504713,2013,Alabama
Clayton,5.06,64,7162800002,2013,Texas
Clayton,5.04,64,7162800002,2013,Georgia
Clayton,5.04,64,7162800002,2013,Texas
Other,5.04,64,99-0877574,2013,Florida
Clayton,4.98,64,7162800002,2013,Texas
Clayton,4.97,64,62-0997810,2013,Texas
Clayton,4.97,64,7162800002,2013,Alabama
Clayton,4.96,64,7162800002,2013,Arkansas
Clayton,4.95,64,62-0997810,2013,Louisiana
Other,4.94,64,1007846,2013,Wyoming
Clayton,4.89,64,7162800002,2013,New York
Clayton,4.89,64,7162800002,2013,Texas
Clayton,4.88,64,62-0997810,2013,Tennessee
Clayton,4.87,64,62-0997810,2013,Texas
Other,4.79,64,12854,2013,Vermont
Other,4.79,64,1007846,2013,North Dakota
Other,4.77,64,504713,2013,Arkansas
Clayton,4.73,64,7162800002,2013,Montana
Clayton,4.73,64,62-0997810,2013,West Virginia
Other,4.7,64,504713,2013,South Carolina
Other,4.7,64,15809,2013,Texas
Clayton,4.68,64,7162800002,2013,Oklahoma
Clayton,4.66,64,62-0997810,2013,Tennessee
Clayton,4.64,64,7162800002,2013,Mississippi
Other,4.64,64,35067,2013,West Virginia
Clayton,4.63,64,7162800002,2013,Arkansas
Clayton,4.62,64,7162800002,2013,Kentucky
Other,4.62,64,4009,2013,Wyoming
Clayton,4.61,64,7162800002,2013,New Mexico
Clayton,4.59,64,62-0997810,2013,Louisiana
Other,4.59,64,12854,2013,Nebraska
Clayton,4.58,64,7162800002,2013,Texas
Clayton,4.53,64,7162800002,2013,California
Clayton,4.53,64,62-0997810,2013,South Carolina
Other,4.52,64,517900,2013,New Jersey
Clayton,4.5,64,62-0997810,2013,South Carolina
Clayton,4.48,64,62-0997810,2013,Tennessee
Clayton,4.47,64,62-0997810,2013,Florida
Clayton,4.47,64,62-0997810,2013,South Carolina
Clayton,4.46,64,7162800002,2013,Alabama
Other,4.46,64,16959,2013,Missouri
Other,4.45,64,9970,2013,Texas
Other,4.45,64,16689,2013,Louisiana
Other,4.45,64,504713,2013,Alabama
Other,4.43,64,504713,2013,Alabama
Other,4.38,64,67173,2013,
Clayton,4.36,64,62-0997810,2013,Arizona
Clayton,4.35,64,62-0997810,2013,Kentucky
Other,4.35,64,9260,2013,Illinois
Other,4.28,64,504713,2013,Florida
Other,4.26,64,29028,2013,Louisiana
Clayton,4.25,64,7162800002,2013,Kentucky
Other,4.24,64,13425,2013,North Carolina
Other,4.24,64,718024,2013,New Jersey
Other,4.24,64,99-0877574,2013,North Carolina
Other,4.23,64,504713,2013,Texas
Other,4.23,64,12854,2013,Pennsylvania
Other,4.23,64,716697,2013,Pennsylvania
Clayton,4.22,64,7162800002,2013,Mississippi
Clayton,4.21,64,7162800002,2013,Wyoming
Other,4.21,64,664756,2013,Texas
Other,4.21,64,22394,2013,Missouri
Other,4.19,64,17233,2013,Texas
Clayton,4.18,64,62-0997810,2013,Indiana
Other,4.18,64,1253,2013,New Jersey
Clayton,4.14,64,62-0997810,2013,Alabama
Clayton,4.14,64,7162800002,2013,Alabama
Clayton,4.13,64,7162800002,2013,Alabama
Clayton,4.13,64,62-0997810,2013,Alabama
Clayton,4.12,64,62-0997810,2013,Kentucky
Other,4.12,64,24382,2013,California
Clayton,4.1,64,62-0997810,2013,Missouri
Clayton,4.1,64,7162800002,2013,Alabama
Clayton,4.09,64,62-0997810,2013,Tennessee
Other,4.07,64,99-0877574,2013,Florida
Other,4.06,64,68430,2013,North Carolina
Other,3.98,64,5768,2013,Indiana
Other,3.98,64,12854,2013,Ohio
Other,3.96,64,99-0877574,2013,North Carolina
Other,3.96,64,13425,2013,North Carolina
Other,3.96,64,27614,2013,Pennsylvania
Other,3.95,64,11903,2013,Texas
Other,3.94,64,504713,2013,Mississippi
Other,3.91,64,504713,2013,Mississippi
Clayton,3.89,64,7162800002,2013,Georgia
Clayton,3.88,64,62-0997810,2013,Texas
Clayton,3.88,64,62-0997810,2013,Arizona
Clayton,3.88,64,7162800002,2013,Oklahoma
Clayton,3.86,64,62-0997810,2013,Tennessee
Other,3.86,64,718024,2013,New Jersey
Other,3.86,64,12854,2013,Montana
Clayton,3.85,64,62-0997810,2013,Tennessee
Other,3.84,64,67173,2013,
Clayton,3.83,64,7162800002,2013,Vermont
Clayton,3.83,64,7162800002,2013,Arkansas
Other,3.82,64,99-0877574,2013,South Carolina
Clayton,3.8,64,62-0997810,2013,North Carolina
Other,3.8,64,504713,2013,Kentucky
Clayton,3.79,64,62-0997810,2013,Tennessee
Other,3.77,64,99-0877574,2013,Florida
Clayton,3.75,64,7162800002,2013,Alabama
Other,3.75,64,517900,2013,New Jersey
Clayton,3.7,64,62-0997810,2013,Virginia
Other,3.69,64,292524,2013,North Carolina
Other,3.67,64,14028,2013,Louisiana
Other,3.61,64,24382,2013,New York
Other,3.54,64,504713,2013,New Mexico
Other,3.53,64,8804,2013,Louisiana
Other,3.52,64,4009,2013,North Dakota
Other,3.49,64,24382,2013,Texas
Other,3.47,64,1007846,2013,West Virginia
Other,3.46,64,25726,2013,California
Other,3.42,64,1711,2013,Tennessee
Clayton,3.39,64,7162800002,2013,Texas
Other,3.35,64,1007846,2013,Missouri
Clayton,3.31,64,62-0997810,2013,Texas
Other,3.29,64,24382,2013,Arizona
Clayton,3.28,64,62-0997810,2013,Florida
Clayton,3.24,64,62-0997810,2013,New Mexico
Other,3.24,64,22311,2013,Florida
Other,3.23,64,3804009998,2013,Ohio
Other,3.23,64,504713,2013,Alabama
Other,3.22,64,15480,2013,Texas
Other,3.22,64,504713,2013,Arizona
Other,3.21,64,24382,2013,Arizona
Other,3.18,64,15271,2013,Wisconsin
Other,3.12,64,8606,2013,Texas
Other,3.09,64,24382,2013,California
Other,3.06,64,4281,2013,Maine
Other,3.05,64,3238,2013,Arizona
Other,3.05,64,1083,2013,New York
Clayton,3.04,64,62-0997810,2013,Alabama
Other,3.04,64,808176,2013,Louisiana
Other,3.02,64,18484,2013,Louisiana
Clayton,3,64,62-0997810,2013,Ohio
Other,2.98,64,10181,2013,Louisiana
Clayton,2.95,64,62-0997810,2013,Texas
Other,2.92,64,1445943,2013,Kentucky
Other,2.92,64,24382,2013,California
Other,2.92,64,29028,2013,Louisiana
Clayton,2.91,64,7162800002,2013,Georgia
Other,2.89,64,504713,2013,Texas
Other,2.88,64,13762,2013,Arkansas
Other,2.87,64,24382,2013,California
Other,2.86,64,706081,2013,Texas
Other,2.84,64,4009,2013,North Dakota
Other,2.83,64,504713,2013,Illinois
Other,2.82,64,24260,2013,Virginia
Other,2.82,64,504713,2013,Florida
Other,2.79,64,13425,2013,Mississippi
Other,2.79,64,99-0877574,2013,Mississippi
Other,2.78,64,27955,2013,Indiana
Other,2.76,64,14969,2013,Pennsylvania
Other,2.76,64,26-2984095,2013,Michigan
Clayton,2.74,64,62-0997810,2013,Alabama
Other,2.69,64,22-3554558,2013,Tennessee
Clayton,2.68,64,62-0997810,2013,Kentucky
Clayton,2.67,64,62-0997810,2013,Virginia
Other,2.67,64,619327,2013,Virginia
Other,2.66,64,91-1374387,2013,Nevada
Other,2.65,64,1007846,2013,West Virginia
Other,2.63,64,24382,2013,Arizona
Other,2.61,64,38-3615473,2013,Michigan
Other,2.61,64,8941,2013,Minnesota
Other,2.6,64,24382,2013,West Virginia
Other,2.6,64,24382,2013,California
Other,2.56,64,708069,2013,Texas
Other,2.55,64,1467,2013,Missouri
Clayton,2.53,64,62-0997810,2013,North Carolina
Other,2.53,64,91-1374387,2013,Nevada
Other,2.5,64,12854,2013,Pennsylvania
Other,2.47,64,504713,2013,Louisiana
Other,2.47,64,22-3554558,2013,North Carolina
Clayton,2.44,64,62-0997810,2013,Arkansas
Other,2.42,64,12611,2013,Louisiana
Other,2.41,64,5929,2013,Arkansas
Other,2.4,64,22-3554558,2013,Wisconsin
Other,2.36,64,86-0634557,2013,Arizona
Other,2.36,64,12456,2013,Kentucky
Other,2.34,64,716697,2013,Kentucky
Other,2.34,64,32158,2013,Washington
Other,2.34,64,38-3615473,2013,Michigan
Other,2.33,64,504713,2013,New Mexico
Other,2.32,64,7638200000,2013,Texas
Other,2.31,64,9678,2013,Kentucky
Other,2.28,64,1176,2013,Texas
Other,2.28,64,504713,2013,West Virginia
Other,2.28,64,27476,2013,Oklahoma
Other,2.28,64,504713,2013,Tennessee
Other,2.26,64,22-3554558,2013,Michigan
Clayton,2.25,64,62-0997810,2013,Alabama
Other,2.25,64,15305,2013,Kansas
Other,2.25,64,7638200000,2013,New Mexico
Other,2.25,64,22-3554558,2013,Arizona
Other,2.25,64,852320,2013,North Carolina
Other,2.24,64,86-0806399,2013,Arizona
Other,2.24,64,9620,2013,Florida
Other,2.23,64,504713,2013,Florida
Other,2.22,64,15305,2013,Kansas
Other,2.21,64,24382,2013,California
Other,2.18,64,24382,2013,California
Other,2.17,64,22-3554558,2013,Oklahoma
Wells Fargo,2.14,64,451965,2013,Kentucky
Other,2.13,64,504713,2013,Arkansas
Other,2.13,64,24382,2013,California
Other,2.13,64,24382,2013,Tennessee
Other,2.12,64,22-3554558,2013,Texas
Other,2.12,64,24382,2013,South Carolina
Other,2.11,64,8136,2013,Kentucky
Other,2.11,64,504713,2013,Texas
Other,2.11,64,3027509990,2013,Florida
Other,2.1,64,24382,2013,California
Clayton,2.07,64,62-0997810,2013,Oklahoma
Other,2.06,64,17362,2013,Maine
Wells Fargo,2.04,64,451965,2013,North Carolina
Other,2.04,64,7516800003,2013,Ohio
Other,2.04,64,83-0310268,2013,Tennessee
Clayton,2.02,64,62-0997810,2013,Virginia
Wells Fargo,2.02,64,451965,2013,California
Other,2.02,64,75-2585326,2013,Arizona
Other,1.96,64,31-1197926,2013,North Carolina
Other,1.95,64,636771,2013,Michigan
Wells Fargo,1.93,64,451965,2013,Colorado
Other,1.92,64,22-3554558,2013,Indiana
Other,1.89,64,2888798,2013,South Carolina
Other,1.89,64,1635900004,2013,South Carolina
Wells Fargo,1.87,64,451965,2013,Louisiana
Other,1.86,64,12311,2013,Ohio
Other,1.86,64,6443809990,2013,Alabama
Other,1.86,64,1479,2013,Tennessee
Other,1.85,64,504713,2013,Florida
Other,1.84,64,3027509990,2013,Georgia
Clayton,1.83,64,62-0997810,2013,Texas
Other,1.83,64,22-3554558,2013,Florida
Other,1.81,64,12311,2013,Michigan
Other,1.8,64,613307,2013,Maine
Other,1.77,64,38-3615473,2013,Michigan
Other,1.75,64,7516800003,2013,Georgia
Other,1.74,64,20-1091645,2013,Florida
Other,1.7,64,24382,2013,California
Other,1.69,64,22-3554558,2013,North Carolina
Other,1.69,64,24692,2013,Utah
Other,1.67,64,2317700005,2013,Florida
Other,1.67,64,886624,2013,
Other,1.66,64,6443809990,2013,Florida
Other,1.66,64,6443809990,2013,Florida
Other,1.66,64,3833009998,2013,Indiana
Other,1.65,64,31-1197926,2013,Ohio
Other,1.62,64,32489,2013,Arizona
Other,1.62,64,1189117,2013,North Carolina
Wells Fargo,1.62,64,451965,2013,Florida
Clayton,1.61,64,62-0997810,2013,Kentucky
Other,1.61,64,54-0259290,2013,North Carolina
Other,1.61,64,24382,2013,Maryland
Wells Fargo,1.61,64,451965,2013,North Carolina
Other,1.6,64,504713,2013,Texas
Clayton,1.58,64,62-0997810,2013,Tennessee
Other,1.58,64,22-3554558,2013,Michigan
Other,1.57,64,969424,2013,North Carolina
Other,1.57,64,24382,2013,Tennessee
Wells Fargo,1.57,64,451965,2013,South Carolina
Other,1.55,64,22-3554558,2013,Arizona
Other,1.55,64,504713,2013,Texas
Other,1.55,64,504713,2013,Kentucky
Wells Fargo,1.55,64,451965,2013,California
Other,1.55,64,504713,2013,Missouri
Other,1.54,64,852320,2013,North Carolina
Other,1.53,64,1189117,2013,North Carolina
Other,1.53,64,1189117,2013,North Carolina
Other,1.53,64,14565,2013,Maine
Other,1.53,64,22-3554558,2013,Florida
Other,1.51,64,3027509990,2013,Florida
Other,1.5,64,87-0676486,2013,Washington
Wells Fargo,1.5,64,451965,2013,Florida
Other,1.5,64,1189117,2013,North Carolina
Clayton,,64,7162800002,2013,Georgia
Clayton,,64,7162800002,2013,Mississippi
Clayton,,64,7162800002,2013,Arkansas
Clayton,,64,7162800002,2013,Texas
Clayton,,64,7162800002,2013,Texas
Clayton,,64,7162800002,2013,Georgia
Clayton,,64,7162800002,2013,Michigan
Clayton,,64,7162800002,2013,Texas
Clayton,,64,7162800002,2013,Texas
Clayton,,64,7162800002,2013,Texas
Clayton,,64,7162800002,2013,Texas
Clayton,,64,7162800002,2013,Ohio
Clayton,,64,7162800002,2013,Texas
Clayton,,64,7162800002,2013,Mississippi
Clayton,,64,7162800002,2013,New Mexico
Clayton,,64,62-0997810,2013,Kentucky
Clayton,,64,7162800002,2013,Mississippi
Clayton,,64,7162800002,2013,Oregon
Clayton,,64,62-0997810,2013,Oklahoma
Clayton,,64,7162800002,2013,Oklahoma
Clayton,,64,7162800002,2013,Colorado
Clayton,,64,7162800002,2013,Florida
Clayton,,64,7162800002,2013,Louisiana
Clayton,,64,62-0997810,2013,Tennessee
Clayton,,64,62-0997810,2013,Idaho
Clayton,,64,62-0997810,2013,Missouri
Clayton,,64,7162800002,2013,Florida
Clayton,,64,7162800002,2013,California
Clayton,,64,7162800002,2013,South Carolina
Clayton,,64,7162800002,2013,Alabama
